Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2013,Level 4,RS111,Heritage and Artistic Activities,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,356,"ANZSIC06 groups R891, R892, and R900"
2013,Level 4,RS111,Heritage and Artistic Activities,Dollars (millions),H20,Non-operating expenses,Financial performance,14,"ANZSIC06 groups R891, R892, and R900"
2013,Level 4,RS111,Heritage and Artistic Activities,Dollars (millions),H21,Opening stocks,Financial performance,10,"ANZSIC06 groups R891, R892, and R900"
2013,Level 4,RS111,Heritage and Artistic Activities,Dollars (millions),H22,Closing stocks,Financial performance,12,"ANZSIC06 groups R891, R892, and R900"
2013,Level 4,RS111,Heritage and Artistic Activities,Dollars (millions),H23,Surplus before income tax,Financial performance,185,"ANZSIC06 groups R891, R892, and R900"
2013,Level 4,RS111,Heritage and Artistic Activities,Dollars (millions),H24,Total assets,Financial position,2438,"ANZSIC06 groups R891, R892, and R900"
2013,Level 4,RS111,Heritage and Artistic Activities,Dollars (millions),H25,Current assets,Financial position,439,"ANZSIC06 groups R891, R892, and R900"
2013,Level 4,RS111,Heritage and Artistic Activities,Dollars (millions),H26,Fixed tangible assets,Financial position,1837,"ANZSIC06 groups R891, R892, and R900"
2013,Level 4,RS111,Heritage and Artistic Activities,Dollars (millions),H27,Additions to fixed assets,Financial position,106,"ANZSIC06 groups R891, R892, and R900"
2013,Level 4,RS111,Heritage and Artistic Activities,Dollars (millions),H28,Disposals of fixed assets,Financial position,94,"ANZSIC06 groups R891, R892, and R900"
2013,Level 4,RS111,Heritage and Artistic Activities,Dollars (millions),H29,Other assets,Financial position,162,"ANZSIC06 groups R891, R892, and R900"
2013,Level 4,RS111,Heritage and Artistic Activities,Dollars (millions),H30,Total equity and liabilities,Financial position,2438,"ANZSIC06 groups R891, R892, and R900"
2013,Level 4,RS111,Heritage and Artistic Activities,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,2039,"ANZSIC06 groups R891, R892, and R900"
2013,Level 4,RS111,Heritage and Artistic Activities,Dollars (millions),H32,Current liabilities,Financial position,231,"ANZSIC06 groups R891, R892, and R900"
2013,Level 4,RS111,Heritage and Artistic Activities,Dollars (millions),H33,Other liabilities,Financial position,168,"ANZSIC06 groups R891, R892, and R900"
2013,Level 4,RS111,Heritage and Artistic Activities,Dollars  ,H34,Total income per employee count(3),Financial ratios,184400,"ANZSIC06 groups R891, R892, and R900"
2013,Level 4,RS111,Heritage and Artistic Activities,Dollars  ,H35,Surplus per employee count,Financial ratios,42500,"ANZSIC06 groups R891, R892, and R900"
2013,Level 4,RS111,Heritage and Artistic Activities,Percentage,H36,Current ratio,Financial ratios,190,"ANZSIC06 groups R891, R892, and R900"
2013,Level 4,RS111,Heritage and Artistic Activities,Percentage,H37,Quick ratio,Financial ratios,185,"ANZSIC06 groups R891, R892, and R900"
2013,Level 4,RS111,Heritage and Artistic Activities,Percentage,H39,Return on equity,Financial ratios,9,"ANZSIC06 groups R891, R892, and R900"
2013,Level 4,RS111,Heritage and Artistic Activities,Percentage,H40,Return on total assets,Financial ratios,8,"ANZSIC06 groups R891, R892, and R900"
2013,Level 4,RS111,Heritage and Artistic Activities,Percentage,H41,Liabilities structure,Financial ratios,84,"ANZSIC06 groups R891, R892, and R900"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H01,Total income,Financial performance,2519,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H02,Sales of goods not further processed,Financial performance,0,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H03,Sales of other goods and services,Financial performance,0,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,1842,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,632,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H07,Non-operating income,Financial performance,45,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H08,Total expenditure,Financial performance,2333,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H09,Interest and donations,Financial performance,C,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H10,Indirect taxes,Financial performance,13,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H11,Depreciation,Financial performance,169,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H12,Salaries and wages paid,Financial performance,706,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H13,Redundancy and severance,Financial performance,0,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,0,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H18,Other purchases and operating expenses,Financial performance,0,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,1339,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H20,Non-operating expenses,Financial performance,C,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H21,Opening stocks,Financial performance,62,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H22,Closing stocks,Financial performance,63,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H23,Surplus before income tax,Financial performance,188,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H24,Total assets,Financial position,4735,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H25,Current assets,Financial position,998,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H26,Fixed tangible assets,Financial position,3218,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H27,Additions to fixed assets,Financial position,382,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H28,Disposals of fixed assets,Financial position,98,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H29,Other assets,Financial position,519,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H30,Total equity and liabilities,Financial position,4735,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,3055,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H32,Current liabilities,Financial position,1024,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H33,Other liabilities,Financial position,656,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars  ,H34,Total income per employee count(3),Financial ratios,116400,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Dollars  ,H35,Surplus per employee count,Financial ratios,8700,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Percentage,H36,Current ratio,Financial ratios,97,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Percentage,H37,Quick ratio,Financial ratios,91,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Percentage,H39,Return on equity,Financial ratios,6,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Percentage,H40,Return on total assets,Financial ratios,4,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS112,Sport and Recreation Activities,Percentage,H41,Liabilities structure,Financial ratios,65,"ANZSIC06 groups R911, R912, and R913"
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H01,Total income,Financial performance,3480,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H02,Sales of goods not further processed,Financial performance,0,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H03,Sales of other goods and services,Financial performance,0,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,3436,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H08,Total expenditure,Financial performance,2915,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H09,Interest and donations,Financial performance,C,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H10,Indirect taxes,Financial performance,177,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H11,Depreciation,Financial performance,130,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H12,Salaries and wages paid,Financial performance,266,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H13,Redundancy and severance,Financial performance,C,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,0,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H18,Other purchases and operating expenses,Financial performance,0,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,2066,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H20,Non-operating expenses,Financial performance,C,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H21,Opening stocks,Financial performance,8,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H22,Closing stocks,Financial performance,10,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H23,Surplus before income tax,Financial performance,568,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H24,Total assets,Financial position,1497,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H25,Current assets,Financial position,422,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H26,Fixed tangible assets,Financial position,1002,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H27,Additions to fixed assets,Financial position,155,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H28,Disposals of fixed assets,Financial position,19,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H29,Other assets,Financial position,73,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H30,Total equity and liabilities,Financial position,1497,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,694,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H32,Current liabilities,Financial position,645,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars (millions),H33,Other liabilities,Financial position,159,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars  ,H34,Total income per employee count(3),Financial ratios,609800,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Dollars  ,H35,Surplus per employee count,Financial ratios,99500,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Percentage,H36,Current ratio,Financial ratios,66,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Percentage,H37,Quick ratio,Financial ratios,64,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Percentage,H39,Return on equity,Financial ratios,82,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Percentage,H40,Return on total assets,Financial ratios,38,ANZSIC06 group R920
2013,Level 4,RS113,Gambling Activities,Percentage,H41,Liabilities structure,Financial ratios,46,ANZSIC06 group R920
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H01,Total income,Financial performance,6803,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H02,Sales of goods not further processed,Financial performance,0,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H03,Sales of other goods and services,Financial performance,0,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,5894,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,723,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H07,Non-operating income,Financial performance,186,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H08,Total expenditure,Financial performance,5868,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H09,Interest and donations,Financial performance,309,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H10,Indirect taxes,Financial performance,194,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H11,Depreciation,Financial performance,339,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,1160,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H13,Redundancy and severance,Financial performance,C,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,0,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H18,Other purchases and operating expenses,Financial performance,0,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,3760,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H20,Non-operating expenses,Financial performance,106,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H21,Opening stocks,Financial performance,80,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H22,Closing stocks,Financial performance,85,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H23,Surplus before income tax,Financial performance,940,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H24,Total assets,Financial position,8670,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H25,Current assets,Financial position,1860,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H26,Fixed tangible assets,Financial position,6057,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H27,Additions to fixed assets,Financial position,642,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,211,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H29,Other assets,Financial position,753,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H30,Total equity and liabilities,Financial position,8670,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,5787,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H32,Current liabilities,Financial position,1900,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars (millions),H33,Other liabilities,Financial position,982,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars  ,H34,Total income per employee count(3),Financial ratios,214600,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Dollars  ,H35,Surplus per employee count,Financial ratios,29700,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Percentage,H36,Current ratio,Financial ratios,98,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Percentage,H37,Quick ratio,Financial ratios,93,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Percentage,H39,Return on equity,Financial ratios,16,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Percentage,H40,Return on total assets,Financial ratios,11,ANZSIC06 division R
2013,Level 3,RS11,Arts and Recreation Services,Percentage,H41,Liabilities structure,Financial ratios,67,ANZSIC06 division R
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H01,Total income,Financial performance,4323,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H02,Sales of goods not further processed,Financial performance,0,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H03,Sales of other goods and services,Financial performance,0,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,4299,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,11,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H07,Non-operating income,Financial performance,14,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H08,Total expenditure,Financial performance,4032,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H09,Interest and donations,Financial performance,45,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H10,Indirect taxes,Financial performance,19,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H11,Depreciation,Financial performance,83,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H12,Salaries and wages paid,Financial performance,1192,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H13,Redundancy and severance,Financial performance,0,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,0,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H18,Other purchases and operating expenses,Financial performance,0,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,2679,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H20,Non-operating expenses,Financial performance,14,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H21,Opening stocks,Financial performance,226,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H22,Closing stocks,Financial performance,243,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H23,Surplus before income tax,Financial performance,308,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H24,Total assets,Financial position,2015,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H25,Current assets,Financial position,1052,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H26,Fixed tangible assets,Financial position,652,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H27,Additions to fixed assets,Financial position,182,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H28,Disposals of fixed assets,Financial position,100,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H29,Other assets,Financial position,311,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H30,Total equity and liabilities,Financial position,2015,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,664,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H32,Current liabilities,Financial position,869,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars (millions),H33,Other liabilities,Financial position,482,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars  ,H34,Total income per employee count(3),Financial ratios,179000,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Dollars  ,H35,Surplus per employee count,Financial ratios,12700,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Percentage,H36,Current ratio,Financial ratios,121,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Percentage,H37,Quick ratio,Financial ratios,93,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Percentage,H39,Return on equity,Financial ratios,46,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Percentage,H40,Return on total assets,Financial ratios,15,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS211,Repair and Maintenance,Percentage,H41,Liabilities structure,Financial ratios,33,"ANZSIC06 groups S941, S942, and S949"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H01,Total income,Financial performance,1644,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H02,Sales of goods not further processed,Financial performance,0,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H03,Sales of other goods and services,Financial performance,0,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,1630,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,5,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H07,Non-operating income,Financial performance,9,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H08,Total expenditure,Financial performance,1469,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H09,Interest and donations,Financial performance,26,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H10,Indirect taxes,Financial performance,12,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H11,Depreciation,Financial performance,62,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H12,Salaries and wages paid,Financial performance,535,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H13,Redundancy and severance,Financial performance,0,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,0,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H18,Other purchases and operating expenses,Financial performance,0,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,825,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H20,Non-operating expenses,Financial performance,9,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H21,Opening stocks,Financial performance,51,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H22,Closing stocks,Financial performance,51,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H23,Surplus before income tax,Financial performance,175,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H24,Total assets,Financial position,1201,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H25,Current assets,Financial position,339,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H26,Fixed tangible assets,Financial position,571,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H27,Additions to fixed assets,Financial position,150,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H28,Disposals of fixed assets,Financial position,82,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H29,Other assets,Financial position,290,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H30,Total equity and liabilities,Financial position,1201,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,403,"ANZSIC06 groups S951, S952, and S953"
2013,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H32,Current liabilities,Financial position,367,"ANZSIC06 groups S951, S952, and S953"
